year,state,candidate,party_simplified,candidatevotes,totalvotes,vote_pct,margin
2012,VIRGINIA,"ROMNEY, MITT",REPUBLICAN,1822522,3854489,47.28310289638912,
2012,VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,1971820,3854489,51.15645679621864,3.873353899829525
2012,WASHINGTON,"ROMNEY, MITT",REPUBLICAN,1290670,3125516,41.29462143210913,
2012,WASHINGTON,"OBAMA, BARACK H.",DEMOCRAT,1755396,3125516,56.16339829967277,14.868776867563632
2012,WEST VIRGINIA,"ROMNEY, MITT",REPUBLICAN,417655,670438,62.29584241943327,
2012,WEST VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,238269,670438,35.53930415638732,26.756538263045957
2012,WISCONSIN,"ROMNEY, MITT",REPUBLICAN,1410966,3071434,45.93834671361976,
2012,WISCONSIN,"OBAMA, BARACK H.",DEMOCRAT,1620985,3071434,52.77616253515459,6.837815821534832
2012,WYOMING,"ROMNEY, MITT",REPUBLICAN,170962,250701,68.19358518713527,
2012,WYOMING,"OBAMA, BARACK H.",DEMOCRAT,69286,250701,27.63690611525283,40.55667907188244
